Тираж;Дата;Время;∑ чисел выпавших;∑ чисел не выпавших;μ число;⌓ Медиана;Повторения чисел;σ² Дисперсия;σ СКО;↑ Макс;↓ Мин;Четных;Нечетных;Кол-во простых;Кол-во составных;Кол-во низких;Кол-во высоких;Кол-во треугольных;Кол-во квадратных;Кол-во зеркальных
931;08.06.2026;12:01;62;1780;10,3333;12;да;25,8889;5,0881;17;1;2;4;3;2;6;0;1;1;2
932;08.06.2026;13:01;76;1754;12,6667;12;да;16,8889;4,1096;20;7;2;4;3;3;6;0;2;0;2
933;08.06.2026;14:01;72;1758;12;12;да;34,3333;5,8595;20;5;4;2;2;4;6;0;1;1;3
934;08.06.2026;15:01;72;1758;12;12,5;нет;36;6;19;1;2;4;2;3;6;0;1;2;2
935;08.06.2026;16:01;74;1756;12,3333;14;да;29,8889;5,4671;18;2;2;4;3;3;6;0;1;1;2
936;08.06.2026;17:01;58;1772;9,6667;6;нет;49,8889;7,0632;20;3;2;4;4;2;6;0;1;1;4
937;08.06.2026;18:01;60;1770;10;10;нет;24,6667;4,9666;16;1;2;4;1;4;6;0;2;3;4
938;08.06.2026;19:01;62;1768;10,3333;10,5;да;22,2222;4,714;18;2;4;2;2;4;6;0;1;1;3
939;08.06.2026;20:01;74;1764;12,3333;11;да;20,2222;4,4969;20;8;4;2;1;5;6;0;0;2;3
940;08.06.2026;21:01;41;1803;6,8333;4,5;нет;27,1389;5,2095;14;1;3;3;2;3;6;0;2;2;4
941;09.06.2026;12:01;61;1769;10,1667;9,5;да;19,4722;4,4127;19;5;1;5;4;2;6;0;1;1;4
942;09.06.2026;13:01;46;1784;7,6667;7;да;14,8889;3,8586;14;3;4;2;2;4;6;0;2;1;5
943;09.06.2026;14:01;77;1771;12,8333;17;да;54,8056;7,4031;20;2;5;1;2;4;6;0;1;1;2
944;09.06.2026;15:01;48;1782;8;6;да;43;6,5574;19;1;4;2;2;3;6;0;1;2;4
945;09.06.2026;16:01;52;1794;8,6667;8;да;38,8889;6,2361;18;2;2;4;5;1;6;0;2;0;3
946;09.06.2026;17:01;57;1773;9,5;10;да;40,9167;6,3966;18;1;3;3;2;3;6;0;1;3;4
947;09.06.2026;18:01;61;1769;10,1667;8;да;43,1389;6,568;20;3;3;3;2;4;6;0;1;2;4
948;09.06.2026;19:01;58;1772;9,6667;9,5;да;47,5556;6,8961;20;1;4;2;2;3;6;0;1;2;4
949;09.06.2026;20:01;68;1780;11,3333;14;да;46,8889;6,8475;18;1;2;4;2;3;6;0;3;1;2
950;09.06.2026;21:01;62;1782;10,3333;10,5;нет;33,5556;5,7927;19;2;4;2;3;3;6;0;1;0;3
951;10.06.2026;12:01;93;1754;15,5;17;да;17,5833;4,1932;20;7;3;3;3;3;6;0;0;0;1
952;10.06.2026;13:01;62;1774;10,3333;8,5;да;24,2222;4,9216;20;6;4;2;1;5;6;0;2;1;4
953;10.06.2026;14:01;67;1763;11,1667;10,5;да;11,1389;3,3375;16;7;3;3;2;4;6;0;2;1;3
954;10.06.2026;15:01;78;1752;13;14;да;31,6667;5,6273;20;4;6;0;0;6;6;0;0;2;2
955;10.06.2026;16:01;81;1757;13,5;13;да;23,5833;4,8563;20;8;3;3;2;4;6;0;1;0;3
956;10.06.2026;17:01;45;1790;7,5;5;да;43,5833;6,6018;20;1;3;3;3;2;6;0;1;1;4
957;10.06.2026;18:01;62;1768;10,3333;11;да;23,5556;4,8534;17;2;4;2;3;3;6;0;1;0;2
958;10.06.2026;19:01;61;1770;10,1667;12,5;да;46,8056;6,8415;19;1;1;5;2;2;6;0;3;2;2
959;10.06.2026;20:01;73;1757;12,1667;14;да;43,4722;6,5933;20;3;5;1;1;5;6;0;1;2;2
960;10.06.2026;21:01;45;1788;7,5;6;да;29,9167;5,4696;19;3;1;5;5;1;6;0;2;0;5
961;11.06.2026;12:01;72;1758;12;13,5;да;42,3333;6,5064;20;3;4;2;1;5;6;0;2;1;2
962;11.06.2026;13:01;53;1789;8,8333;9,5;да;11,4722;3,3871;12;2;5;1;1;5;6;0;1;1;3
963;11.06.2026;14:01;69;1761;11,5;13;да;42,9167;6,5511;19;2;3;3;3;3;6;0;1;1;3
964;11.06.2026;15:01;51;1779;8,5;9;да;24,5833;4,9582;16;1;5;1;0;5;6;0;2;3;3
965;11.06.2026;16:01;58;1772;9,6667;9;да;49,8889;7,0632;20;1;2;4;3;2;6;0;2;2;3
966;11.06.2026;17:01;56;1774;9,3333;8,5;да;21,8889;4,6786;18;4;4;2;1;5;6;0;0;2;4
967;11.06.2026;18:01;78;1752;13;13;да;15;3,873;18;8;2;4;2;4;6;0;1;1;3
968;11.06.2026;19:01;76;1754;12,6667;15,5;да;41,2222;6,4205;20;2;4;2;2;4;6;0;2;1;2
969;11.06.2026;20:01;53;1777;8,8333;10,5;да;31,8056;5,6396;15;1;3;3;2;3;6;0;2;1;3
970;11.06.2026;21:01;63;1773;10,5;7;да;41,9167;6,4743;20;4;5;1;1;5;6;0;2;1;4
971;12.06.2026;12:01;51;1781;8,5;7,5;да;39,25;6,265;20;2;5;1;2;4;6;0;1;1;4
972;12.06.2026;13:01;57;1775;9,5;7,5;да;50,5833;7,1122;20;2;5;1;3;3;6;0;0;0;4
973;12.06.2026;14:01;55;1775;9,1667;10;да;36,1389;6,0116;17;1;1;5;3;2;6;0;2;2;4
974;12.06.2026;15:01;48;1791;8;8,5;да;15,3333;3,9158;15;3;2;4;1;5;6;0;2;3;5
975;12.06.2026;16:01;72;1766;12;12;да;41,3333;6,4291;20;2;6;0;1;5;6;0;0;1;3
976;12.06.2026;17:01;70;1760;11,6667;11,5;да;41,2222;6,4205;20;3;2;4;4;2;6;0;2;0;2
977;12.06.2026;18:01;63;1776;10,5;10;нет;14,9167;3,8622;16;4;3;3;1;5;6;0;0;4;4
978;12.06.2026;19:01;36;1794;6;5;да;17,6667;4,2032;12;1;4;2;2;3;6;0;2;2;5
979;12.06.2026;20:01;44;1788;7,3333;6;да;38,5556;6,2093;18;1;4;2;3;2;6;0;2;1;4
980;12.06.2026;21:01;60;1770;10;10;нет;16,3333;4,0414;16;4;4;2;2;4;6;0;0;2;3
981;13.06.2026;12:01;90;1757;15;17;да;41;6,4031;20;1;2;4;3;2;6;0;1;2;1
982;13.06.2026;13:01;63;1787;10,5;11,5;да;53,25;7,2973;18;2;5;1;3;3;6;0;1;0;3
983;13.06.2026;14:01;73;1765;12,1667;11,5;нет;39,1389;6,2561;20;3;3;3;2;4;6;0;2;0;3
984;13.06.2026;15:01;75;1773;12,5;14;нет;36,9167;6,0759;18;1;3;3;2;3;6;0;2;1;2
985;13.06.2026;16:01;56;1784;9,3333;10;да;8,5556;2,925;13;5;4;2;2;4;6;0;3;0;2
986;13.06.2026;17:01;76;1754;12,6667;12,5;да;7,5556;2,7487;17;9;2;4;2;4;6;0;2;1;1
987;13.06.2026;18:01;68;1762;11,3333;9,5;да;25,2222;5,0222;20;6;4;2;1;5;6;0;2;2;3
988;13.06.2026;19:01;77;1753;12,8333;14,5;да;37,4722;6,1215;20;2;5;1;1;5;6;0;1;0;2
989;13.06.2026;20:01;80;1764;13,3333;14;да;19,8889;4,4597;20;5;4;2;1;5;6;0;1;0;1
990;13.06.2026;21:01;65;1765;10,8333;10;да;44,4722;6,6687;20;2;3;3;4;2;6;0;0;0;3
991;14.06.2026;12:01;65;1774;10,8333;9;да;21,4722;4,6338;19;6;1;5;2;4;6;0;2;2;4
992;14.06.2026;13:01;63;1767;10,5;10;да;36,9167;6,0759;20;1;3;3;1;4;6;0;2;1;3
993;14.06.2026;14:01;38;1794;6,3333;6,5;да;14,2222;3,7712;13;2;4;2;4;2;6;0;1;0;5
994;14.06.2026;15:01;62;1771;10,3333;10,5;нет;37,8889;6,1554;20;3;2;4;2;4;6;0;3;1;3
995;14.06.2026;16:01;54;1776;9;7;да;40;6,3246;18;2;4;2;3;3;6;0;2;0;4
996;14.06.2026;17:01;76;1754;12,6667;13;да;21,2222;4,6068;19;6;4;2;2;4;6;0;1;0;2
997;14.06.2026;18:01;80;1767;13,3333;15,5;да;21,5556;4,6428;17;4;2;4;3;3;6;0;1;2;2
998;14.06.2026;19:01;21;1812;3,5;2;нет;14,9167;3,8622;12;1;3;3;3;1;6;0;3;2;5
999;14.06.2026;20:01;58;1772;9,6667;9;да;22,2222;4,714;17;3;4;2;2;4;6;0;3;0;3
1000;14.06.2026;21:01;80;1770;13,3333;15;да;40,5556;6,3683;20;3;4;2;2;4;6;0;1;1;2
1001;15.06.2026;12:01;79;1779;13,1667;11,5;нет;18,8056;4,3365;19;9;1;5;3;3;6;0;1;2;2
1002;15.06.2026;13:01;52;1778;8,6667;7,5;нет;27,2222;5,2175;16;2;4;2;2;4;6;0;1;2;4
1003;15.06.2026;14:01;79;1767;13,1667;16;да;47,1389;6,8658;20;1;3;3;2;3;6;0;1;3;2
1004;15.06.2026;15:01;56;1780;9,3333;6;да;43,2222;6,5744;19;3;4;2;2;4;6;0;3;1;4
1005;15.06.2026;16:01;42;1789;7;4;да;48,6667;6,9762;20;1;4;2;1;3;6;0;3;2;4
1006;15.06.2026;17:01;73;1757;12,1667;15;нет;39,8056;6,3092;19;3;3;3;3;3;6;0;1;2;2
1007;15.06.2026;18:01;54;1776;9;8,5;да;45,3333;6,733;20;1;4;2;2;3;6;0;2;1;4
1008;15.06.2026;19:01;79;1751;13,1667;15;да;41,1389;6,414;20;2;3;3;4;2;6;0;0;0;2
1009;15.06.2026;20:01;80;1750;13,3333;16;да;44,5556;6,675;20;2;4;2;3;3;6;0;0;0;2
1010;15.06.2026;21:01;62;1777;10,3333;9,5;да;24,2222;4,9216;18;2;4;2;1;5;6;0;1;2;3
1011;16.06.2026;12:01;57;1773;9,5;11;да;33,9167;5,8238;17;1;1;5;3;2;6;0;2;2;3
1012;16.06.2026;13:01;61;1769;10,1667;9;да;41,4722;6,4399;19;3;1;5;5;1;6;0;1;1;3
1013;16.06.2026;14:01;68;1780;11,3333;10,5;да;27,2222;5,2175;18;5;4;2;1;5;6;0;1;1;3
1014;16.06.2026;15:01;44;1789;7,3333;5;нет;28,8889;5,3748;16;2;2;4;5;1;6;0;2;1;4
1015;16.06.2026;16:01;78;1752;13;14,5;да;28;5,2915;18;2;4;2;2;4;6;0;1;0;1
1016;16.06.2026;17:01;91;1758;15,1667;18,5;да;30,4722;5,5202;20;6;3;3;2;4;6;0;1;1;2
1017;16.06.2026;18:01;56;1777;9,3333;7,5;да;41,5556;6,4464;19;3;2;4;4;2;6;0;2;2;4
1018;16.06.2026;19:01;37;1793;6,1667;5;да;16,1389;4,0173;14;2;5;1;2;4;6;0;2;1;5
1019;16.06.2026;20:01;56;1774;9,3333;9,5;да;21,5556;4,6428;16;3;2;4;4;2;6;0;1;1;3
1020;16.06.2026;21:01;65;1765;10,8333;11;да;24,8056;4,9805;17;3;1;5;4;2;6;0;1;2;3
1021;17.06.2026;12:01;76;1754;12,6667;13;да;17,8889;4,2295;19;7;4;2;2;4;6;0;0;1;2
1022;17.06.2026;13:01;43;1787;7,1667;7;да;26,4722;5,1451;16;1;3;3;2;3;6;0;2;3;4
1023;17.06.2026;14:01;67;1775;11,1667;12;нет;23,4722;4,8448;18;4;5;1;0;6;6;0;2;1;2
1024;17.06.2026;15:01;72;1758;12;13;да;31,6667;5,6273;18;1;4;2;1;4;6;0;2;1;1
1025;17.06.2026;16:01;58;1772;9,6667;9;да;17,8889;4,2295;16;4;6;0;0;6;6;0;2;2;3
1026;17.06.2026;17:01;42;1791;7;5;да;25,6667;5,0662;16;2;2;4;5;1;6;0;2;1;5
1027;17.06.2026;18:01;69;1776;11,5;15;да;41,5833;6,4485;18;2;3;3;2;4;6;0;3;1;2
1028;17.06.2026;19:01;62;1768;10,3333;9,5;да;25,5556;5,0553;18;4;4;2;1;5;6;0;2;1;3
1029;17.06.2026;20:01;71;1759;11,8333;13,5;да;29,1389;5,398;17;1;3;3;1;4;6;0;3;2;1
1030;17.06.2026;21:01;63;1767;10,5;10,5;да;37,5833;6,1305;19;1;3;3;2;3;6;0;2;2;3
1031;18.06.2026;12:01;42;1788;7;7;да;16,6667;4,0825;14;1;4;2;0;5;6;0;2;3;5
1032;18.06.2026;13:01;51;1779;8,5;5,5;да;47,9167;6,9222;19;1;1;5;4;1;6;0;3;1;4
1033;18.06.2026;14:01;76;1774;12,6667;13;да;44,2222;6,65;20;1;2;4;1;4;6;0;2;2;3
1034;18.06.2026;15:01;75;1755;12,5;12,5;да;24,9167;4,9917;19;6;3;3;2;4;6;0;1;2;3
1035;18.06.2026;16:01;65;1765;10,8333;13;да;35,4722;5,9559;17;1;1;5;3;2;6;0;2;2;3
1036;18.06.2026;17:01;47;1783;7,8333;7;да;21,8056;4,6696;17;2;3;3;3;3;6;0;1;1;5
1037;18.06.2026;18:01;63;1770;10,5;12;нет;32,5833;5,7082;18;3;1;5;4;2;6;0;3;0;3
1038;18.06.2026;19:01;54;1800;9;9;да;24,3333;4,9329;15;2;2;4;1;5;6;0;2;3;4
1039;18.06.2026;20:01;76;1754;12,6667;12;нет;32,8889;5,7349;20;3;2;4;4;2;6;0;2;0;2
1040;18.06.2026;21:01;48;1783;8;4;да;63,6667;7,9791;20;1;4;2;1;3;6;0;3;2;4
1041;19.06.2026;12:01;50;1780;8,3333;8,5;нет;3,8889;1,972;11;5;2;4;3;3;6;0;1;1;5
1042;19.06.2026;13:01;50;1780;8,3333;6,5;да;28,8889;5,3748;17;2;4;2;3;3;6;0;1;1;4
1043;19.06.2026;14:01;91;1757;15,1667;17;да;27,4722;5,2414;20;4;5;1;0;6;6;0;1;2;1
1044;19.06.2026;15:01;67;1782;11,1667;11;нет;42,4722;6,5171;19;1;3;3;2;3;6;0;3;1;2
1045;19.06.2026;16:01;91;1756;15,1667;16,5;да;12,4722;3,5316;19;8;3;3;3;3;6;0;0;1;1
1046;19.06.2026;17:01;50;1780;8,3333;8,5;да;20,5556;4,5338;15;1;2;4;1;4;6;0;2;2;4
1047;19.06.2026;18:01;57;1773;9,5;9;да;27,9167;5,2836;18;3;5;1;1;5;6;0;2;1;3
1048;19.06.2026;19:01;70;1760;11,6667;13,5;да;22,5556;4,7493;17;3;2;4;3;3;6;0;2;0;2
1049;19.06.2026;20:01;73;1757;12,1667;14;да;44,4722;6,6687;20;1;3;3;1;4;6;0;3;1;2
1050;19.06.2026;21:01;49;1781;8,1667;9,5;да;27,1389;5,2095;16;1;3;3;2;3;6;0;2;3;4
1051;20.06.2026;12:01;64;1766;10,6667;9,5;да;29,8889;5,4671;19;4;4;2;2;4;6;0;1;2;3
1052;20.06.2026;13:01;63;1767;10,5;10,5;да;38,25;6,1847;19;2;3;3;4;2;6;0;1;1;3
1053;20.06.2026;14:01;48;1782;8;6;да;33,3333;5,7735;18;1;2;4;3;2;6;0;1;2;4
1054;20.06.2026;15:01;77;1753;12,8333;14,5;да;40,4722;6,3618;20;3;3;3;3;3;6;0;2;1;2
1055;20.06.2026;16:01;26;1814;4,3333;3;нет;11,8889;3,448;9;1;2;4;1;3;6;0;2;5;6
1056;20.06.2026;17:01;64;1766;10,6667;13;да;29,2222;5,4058;16;1;4;2;0;5;6;0;3;2;2
1057;20.06.2026;18:01;51;1784;8,5;5;да;39,5833;6,2915;20;3;3;3;3;3;6;0;1;1;4
1058;20.06.2026;19:01;50;1791;8,3333;9,5;да;13,8889;3,7268;13;3;2;4;4;2;6;0;1;1;5
1059;20.06.2026;20:01;62;1786;10,3333;10;да;41,8889;6,4722;18;1;2;4;3;2;6;0;1;1;3
1060;20.06.2026;21:01;82;1765;13,6667;15;да;13,2222;3,6362;17;7;2;4;4;2;6;0;0;1;2
1061;21.06.2026;12:01;97;1733;16,1667;16;да;7,8056;2,7939;20;12;3;3;2;4;6;0;1;0;0
1062;21.06.2026;13:01;40;1795;6,6667;5;да;19,5556;4,4222;14;1;2;4;3;2;6;0;1;2;5
1063;21.06.2026;14:01;61;1769;10,1667;10,5;да;42,4722;6,5171;19;2;3;3;4;2;6;0;1;1;3
1064;21.06.2026;15:01;78;1768;13;14,5;да;14,6667;3,8297;16;5;4;2;1;5;6;0;1;2;1
1065;21.06.2026;16:01;72;1773;12;15;да;42,6667;6,532;19;2;2;4;3;3;6;0;2;1;2
1066;21.06.2026;17:01;74;1756;12,3333;12,5;да;31,2222;5,5877;20;5;2;4;3;3;6;0;0;2;3
1067;21.06.2026;18:01;71;1759;11,8333;13,5;да;44,8056;6,6937;20;2;5;1;2;4;6;0;0;1;2
1068;21.06.2026;19:01;40;1790;6,6667;4,5;да;34,8889;5,9067;19;1;2;4;3;2;6;0;2;2;5
1069;21.06.2026;20:01;73;1757;12,1667;12,5;да;33,1389;5,7566;20;3;3;3;2;4;6;0;3;0;2
1070;21.06.2026;21:01;55;1775;9,1667;9,5;да;24,4722;4,9469;18;3;3;3;2;4;6;0;2;2;4
1071;22.06.2026;12:01;53;1780;8,8333;9,5;да;21,8056;4,6696;16;3;3;3;2;4;6;0;3;2;3
1072;22.06.2026;13:01;57;1773;9,5;10,5;да;35,5833;5,9652;18;1;3;3;1;4;6;0;2;2;3
1073;22.06.2026;14:01;65;1765;10,8333;9,5;да;18,4722;4,2979;17;5;3;3;2;4;6;0;1;2;3
1074;22.06.2026;15:01;48;1782;8;6,5;да;30,6667;5,5378;17;2;2;4;4;2;6;0;1;2;4
1075;22.06.2026;16:01;61;1793;10,1667;9,5;да;24,1389;4,9131;16;2;5;1;2;4;6;0;0;2;4
1076;22.06.2026;17:01;73;1776;12,1667;13;да;39,1389;6,2561;19;3;3;3;3;3;6;0;3;1;2
1077;22.06.2026;18:01;73;1757;12,1667;12,5;да;22,4722;4,7405;19;5;3;3;3;3;6;0;0;1;3
1078;22.06.2026;19:01;80;1750;13,3333;16,5;да;48,8889;6,9921;20;1;2;4;2;3;6;0;2;1;2
1079;22.06.2026;20:01;81;1749;13,5;15,5;да;31,5833;5,6199;20;5;3;3;3;3;6;0;0;0;2
1080;22.06.2026;21:01;82;1768;13,6667;16,5;да;48,2222;6,9442;20;1;4;2;1;4;6;0;1;2;2
1081;23.06.2026;12:01;51;1785;8,5;6;да;32,25;5,6789;20;3;3;3;3;3;6;0;3;0;5
1082;23.06.2026;13:01;50;1780;8,3333;8;да;27,2222;5,2175;15;2;2;4;4;2;6;0;2;0;4
1083;23.06.2026;14:01;81;1749;13,5;15,5;да;30,25;5,5;19;3;3;3;2;4;6;0;3;1;1
1084;23.06.2026;15:01;68;1762;11,3333;11;да;20,8889;4,5704;19;5;2;4;3;3;6;0;0;1;3
1085;23.06.2026;16:01;59;1787;9,8333;10,5;нет;35,4722;5,9559;16;2;5;1;1;5;6;0;2;3;3
1086;23.06.2026;17:01;52;1784;8,6667;6,5;да;19,8889;4,4597;17;4;4;2;2;4;6;0;2;1;4
1087;23.06.2026;18:01;82;1748;13,6667;13,5;да;25,5556;5,0553;20;6;4;2;2;4;6;0;2;1;2
1088;23.06.2026;19:01;57;1773;9,5;8;да;25,9167;5,0908;18;4;5;1;1;5;6;0;2;1;3
1089;23.06.2026;20:01;42;1788;7;5,5;да;25;5;17;2;2;4;4;2;6;0;2;1;5
1090;23.06.2026;21:01;38;1797;6,3333;5;да;15,8889;3,9861;15;3;2;4;3;3;6;0;3;1;5
1091;24.06.2026;12:01;70;1760;11,6667;11,5;да;27,2222;5,2175;19;5;2;4;3;3;6;0;1;1;3
1092;24.06.2026;13:01;59;1774;9,8333;8,5;да;45,4722;6,7433;19;3;1;5;5;1;6;0;2;1;3
1093;24.06.2026;14:01;68;1772;11,3333;10;да;12,2222;3,496;17;7;2;4;2;4;6;0;3;1;2
1094;24.06.2026;15:01;36;1794;6;6,5;да;6,6667;2,582;9;1;2;4;2;3;6;0;2;2;6
1095;24.06.2026;16:01;69;1761;11,5;13,5;нет;36,9167;6,0759;18;3;3;3;3;3;6;0;1;2;3
1096;24.06.2026;17:01;62;1774;10,3333;10;да;35,2222;5,9348;18;2;6;0;1;5;6;0;2;1;3
1097;24.06.2026;18:01;54;1776;9;6;да;48,6667;6,9762;19;2;4;2;3;3;6;0;1;1;4
1098;24.06.2026;19:01;65;1765;10,8333;12;нет;31,1389;5,5802;17;1;3;3;2;3;6;0;2;2;2
1099;24.06.2026;20:01;46;1793;7,6667;8,5;нет;5,8889;2,4267;11;4;2;4;2;4;6;0;0;3;6
1100;24.06.2026;21:01;36;1795;6;3,5;да;30;5,4772;15;1;2;4;1;3;6;0;4;3;4
1101;25.06.2026;12:01;68;1762;11,3333;11,5;да;23,2222;4,8189;18;4;4;2;2;4;6;0;0;2;3
1102;25.06.2026;13:01;80;1763;13,3333;13;нет;12,8889;3,5901;20;9;2;4;2;4;6;0;2;1;1
1103;25.06.2026;14:01;65;1779;10,8333;11;да;8,4722;2,9107;14;7;3;3;2;4;6;0;0;1;3
1104;25.06.2026;15:01;70;1772;11,6667;12;да;18,8889;4,3461;19;6;4;2;2;4;6;0;1;0;2
1105;25.06.2026;16:01;49;1781;8,1667;8;да;21,1389;4,5977;16;2;3;3;3;3;6;0;0;3;5
1106;25.06.2026;17:01;49;1784;8,1667;4,5;нет;50,8056;7,1278;19;1;1;5;4;1;6;0;4;1;4
1107;25.06.2026;18:01;48;1785;8;4;да;46,6667;6,8313;19;2;2;4;5;1;6;0;2;1;4
1108;25.06.2026;19:01;82;1748;13,6667;12,5;нет;16,8889;4,1096;20;9;4;2;1;5;6;0;1;1;2
1109;25.06.2026;20:01;67;1763;11,1667;12,5;да;30,4722;5,5202;18;3;3;3;3;3;6;0;1;1;3
1110;25.06.2026;21:01;62;1768;10,3333;9;нет;26,8889;5,1855;19;4;4;2;1;5;6;0;3;1;3
1111;26.06.2026;12:01;83;1764;13,8333;16,5;да;30,4722;5,5202;20;4;3;3;2;4;6;0;0;3;2
1112;26.06.2026;13:01;65;1782;10,8333;12;да;38,4722;6,2026;17;1;3;3;2;3;6;0;2;2;3
1113;26.06.2026;14:01;77;1753;12,8333;13,5;да;39,1389;6,2561;20;3;3;3;3;3;6;0;2;0;2
1114;26.06.2026;15:01;77;1753;12,8333;13;да;33,8056;5,8143;20;5;3;3;3;3;6;0;1;1;2
1115;26.06.2026;16:01;71;1759;11,8333;11,5;да;23,1389;4,8103;19;4;3;3;2;4;6;0;0;3;3
1116;26.06.2026;17:01;67;1768;11,1667;12,5;да;22,4722;4,7405;18;5;3;3;3;3;6;0;0;0;2
1117;26.06.2026;18:01;87;1754;14,5;15;да;7,5833;2,7538;18;11;3;3;3;3;6;0;0;1;2
1118;26.06.2026;19:01;89;1757;14,8333;16;да;16,8056;4,0995;20;8;5;1;1;5;6;0;0;2;2
1119;26.06.2026;20:01;45;1785;7,5;6;да;26,9167;5,1881;18;2;3;3;3;3;6;0;0;2;5
1120;26.06.2026;21:01;37;1797;6,1667;4,5;да;19,8056;4,4503;15;1;3;3;1;4;6;0;2;3;5
1121;27.06.2026;12:01;53;1777;8,8333;7,5;да;15,8056;3,9756;17;5;3;3;3;3;6;0;2;0;4
1122;27.06.2026;13:01;68;1762;11,3333;10,5;да;24,2222;4,9216;19;5;2;4;3;3;6;0;0;2;3
1123;27.06.2026;14:01;51;1779;8,5;7;да;47,9167;6,9222;19;1;1;5;4;1;6;0;3;1;4
1124;27.06.2026;15:01;76;1754;12,6667;15,5;да;49,8889;7,0632;20;2;4;2;2;4;6;0;1;2;2
1125;27.06.2026;16:01;72;1769;12;12,5;да;13,3333;3,6515;16;5;2;4;3;3;6;0;1;1;3
1126;27.06.2026;17:01;94;1751;15,6667;15,5;да;4,5556;2,1344;19;12;2;4;2;4;6;0;2;1;0
1127;27.06.2026;18:01;77;1771;12,8333;14,5;да;30,4722;5,5202;18;3;3;3;2;4;6;0;1;1;2
1128;27.06.2026;19:01;70;1760;11,6667;12,5;да;16,8889;4,1096;18;6;4;2;2;4;6;0;1;0;2
1129;27.06.2026;20:01;92;1738;15,3333;17,5;да;26,2222;5,1208;20;5;2;4;4;2;6;0;0;0;1
1130;27.06.2026;21:01;61;1769;10,1667;12;да;42,4722;6,5171;18;1;3;3;3;2;6;0;1;2;3
1131;28.06.2026;12:01;80;1765;13,3333;14,5;да;6,2222;2,4944;16;9;2;4;1;5;6;0;2;2;2
1132;28.06.2026;13:01;60;1770;10;11,5;да;29,3333;5,416;16;1;2;4;2;3;6;0;3;2;2
1133;28.06.2026;14:01;39;1792;6,5;5,5;да;26,9167;5,1881;14;1;3;3;1;3;6;0;3;2;4
1134;28.06.2026;15:01;32;1799;5,3333;5,5;да;13,5556;3,6818;11;1;2;4;2;2;6;0;2;3;6
1135;28.06.2026;16:01;60;1782;10;10;нет;44;6,6332;20;2;6;0;2;4;6;0;2;1;2
1136;28.06.2026;17:01;91;1757;15,1667;15;да;5,4722;2,3393;18;12;5;1;1;5;6;0;0;1;0
1137;28.06.2026;18:01;66;1764;11;11;да;49,6667;7,0475;19;3;2;4;4;2;6;0;1;1;3
1138;28.06.2026;19:01;85;1763;14,1667;15;да;16,8056;4,0995;18;6;5;1;1;5;6;0;1;1;1
1139;28.06.2026;20:01;89;1751;14,8333;15;да;15,4722;3,9335;20;10;5;1;1;5;6;0;2;1;0
1140;28.06.2026;21:01;44;1788;7,3333;6,5;нет;29,8889;5,4671;18;2;4;2;3;3;6;0;0;1;5
1141;29.06.2026;12:01;74;1756;12,3333;11;да;31,2222;5,5877;20;5;2;4;3;3;6;0;0;1;3
1142;29.06.2026;13:01;55;1778;9,1667;6,5;да;51,1389;7,1511;20;2;3;3;4;2;6;0;3;0;3
1143;29.06.2026;14:01;87;1743;14,5;16;да;31,9167;5,6495;20;3;1;5;4;2;6;0;2;0;1
1144;29.06.2026;15:01;68;1762;11,3333;13,5;да;39,5556;6,2893;18;1;2;4;2;3;6;0;2;1;2
1145;29.06.2026;16:01;57;1773;9,5;8;да;30,9167;5,5603;19;3;3;3;3;3;6;0;3;0;3
1146;29.06.2026;17:01;73;1757;12,1667;13;да;40,8056;6,3879;20;2;5;1;2;4;6;0;1;1;2
1147;29.06.2026;18:01;58;1779;9,6667;7,5;да;24,5556;4,9554;20;5;2;4;4;2;6;0;0;0;5
1148;29.06.2026;19:01;43;1787;7,1667;5;да;36,8056;6,0668;20;2;5;1;2;4;6;0;2;1;5
1149;29.06.2026;20:01;74;1756;12,3333;11,5;да;29,5556;5,4365;20;4;4;2;1;5;6;0;1;2;2
1150;29.06.2026;21:01;48;1782;8;7,5;нет;17,3333;4,1633;15;2;2;4;4;2;6;0;1;0;5
1151;30.06.2026;12:01;75;1767;12,5;12;да;21,9167;4,6815;20;5;5;1;1;5;6;0;1;1;1
1152;30.06.2026;13:01;69;1773;11,5;11,5;да;12,5833;3,5473;18;6;5;1;1;5;6;0;2;0;2
1153;30.06.2026;14:01;33;1797;5,5;4,5;да;14,9167;3,8622;11;1;3;3;3;2;6;0;4;1;5
1154;30.06.2026;15:01;83;1761;13,8333;14;да;20,8056;4,5613;20;6;5;1;1;5;6;0;1;0;2
1155;30.06.2026;16:01;74;1756;12,3333;13;да;34,5556;5,8784;20;2;2;4;3;3;6;0;1;1;3
1156;30.06.2026;17:01;83;1782;13,8333;16;нет;29,1389;5,398;19;5;3;3;3;3;6;0;0;2;2
1157;30.06.2026;18:01;54;1788;9;10,5;да;25,3333;5,0332;16;2;4;2;2;4;6;0;1;2;3
1158;30.06.2026;19:01;51;1779;8,5;7,5;да;14,9167;3,8622;15;4;3;3;2;4;6;0;1;1;4
1159;30.06.2026;20:01;83;1747;13,8333;16,5;да;33,4722;5,7855;20;4;5;1;1;5;6;0;0;2;2
1160;30.06.2026;21:01;54;1776;9;7,5;да;16,3333;4,0414;17;5;2;4;4;2;6;0;1;0;5
1161;01.07.2026;12:01;69;1763;11,5;13,5;да;52,5833;7,2514;20;2;5;1;3;3;6;0;0;1;3
